text,clean_text
@CDCgov Safe?  Define safe.  Our kids don’t need them and you know it.  The at risk do.,safe define safe our kids dont need them and you know it the at risk do
"CDC recommends everyone 5 years and older get an updated (bivalent) booster, which targets Omicron variants BA.4 and BA.5 and the original strain of the virus that causes COVID-19. Learn more: https://t.co/QZ71L1Wr5L",cdc recommends everyone years and older get an updated bivalent booster which targets omicron variants ba and ba and the original strain of the virus that causes covid learn more
@CDCgov @CDCMMWR I can’t get a booster if I never got the first 4.,i cant get a booster if i never got the first
@CDCgov @CDCMMWR Fuck off,fuck off
"@CDCgov @CDCMMWR Of course you make no acknowledgment of the ubiquitous natural immunity that followed Omicron's dominance, meaning people have excellent protection against *both* reinfection and severe outcomes.",of course you make no acknowledgment of the ubiquitous natural immunity that followed omicrons dominance meaning people have excellent protection against both reinfection and severe outcomes
@CDCgov @CDCMMWR My kid will never get this. You have no right to force anyone to give this to kids. https://t.co/1W2EBGe6bq,my kid will never get this you have no right to force anyone to give this to kids
@CDCgov @CDCMMWR Such a joke.,such a joke
@CDCgov @CDCMMWR How many boosts do you supposed one should get on their lifetime? Efficacy wanes quite quickly.. every 3? Every 6? Is this rly the plan?,how many boosts do you supposed one should get on their lifetime efficacy wanes quite quickly every every is this rly the plan
@CDCgov @CDCMMWR Please get Novavax approved as a 2nd booster. Cannot repeat  mRNA due to the reaction I had per my  PCP. I have no other option. Policy is putting me at risk.,please get novavax approved as a nd booster cannot repeat mrna due to the reaction i had per my pcp i have no other option policy is putting me at risk
"@CDCgov @CDCMMWR In other news, Republican Governors are flexing their middle fingers in preparation for an appropriate response to this daft CDC recommendation……",in other news republican governors are flexing their middle fingers in preparation for an appropriate response to this daft cdc recommendation
"@CDCgov @CDCMMWR nah, I'm good.",nah im good
@CDCgov @CDCMMWR Scam. How much are they paying you?,scam how much are they paying you
@CDCgov @CDCMMWR 4 shots in barely 2 years. Sometimes even 5 or 6. How can this be ok?,shots in barely years sometimes even or how can this be ok
@CDCgov @CDCMMWR There will be blood on your hands CDC.,there will be blood on your hands cdc
"@CDCgov @CDCMMWR I got 4 Novavax shots in 18 months. Zero side effects, ZERO COVID.   Why would anyone choose an unsafe useless mRNA??🤦‍♂️",i got novavax shots in months zero side effects zero covid why would anyone choose an unsafe useless mrna
@CDCgov @CDCMMWR We don't trust you. #defundtheCDC #StoptheShots,we dont trust you defundthecdc stoptheshots
"@CDCgov @CDCMMWR Never, I trust in my immune system....20 years working in pharmacy has taught me not to trust these capitslist witch ""doctors"" with my health. I am competant enough to know what is best for me",never i trust in my immune system years working in pharmacy has taught me not to trust these capitslist witch doctors with my health i am competant enough to know what is best for me
@CDCgov @CDCMMWR Oooooopsie! Looks like the jig is up. Time to reassess and get on the right side of history before it’s too late.,oooooopsie looks like the jig is up time to reassess and get on the right side of history before its too late
@CDCgov @CDCMMWR Shut up covid is over it’s been 3 years even that guy Brandon said it’s over,shut up covid is over its been years even that guy brandon said its over
@CDCgov @CDCMMWR What is all this boosting doing to people’s innate immune systems? Permanent antibody and spike production cannot be good,what is all this boosting doing to peoples innate immune systems permanent antibody and spike production cannot be good
"@CDCgov @CDCMMWR Of course it will be a other surge after Christmas.  No public education on long covid, recommendations for masks, slow boat Novavax, ignore 44% of the population w/comorbidities = corrupt sociopaths.",of course it will be a other surge after christmas no public education on long covid recommendations for masks slow boat novavax ignore of the population wcomorbidities corrupt sociopaths
"@CDCgov @CDCMMWR The omicron variant is not the cause of the decline in effectiveness, and you know it.  The mRNA shots provide a brief boost in antibodies, for 3-4 months.  That's always been the case, and it will be for the new bivalent booster and for every new mRNA booster going forward.",the omicron variant is not the cause of the decline in effectiveness and you know it the mrna shots provide a brief boost in antibodies for months thats always been the case and it will be for the new bivalent booster and for every new mrna booster going forward
@CDCgov @CDCMMWR Up to date on natural immunity. So eat it!,up to date on natural immunity so eat it
@CDCgov @CDCMMWR decreased or deceased ?,decreased or deceased
@CDCgov @CDCMMWR evil lies,evil lies
@CDCgov @CDCMMWR LOL no,lol no
"@CDCgov @CDCMMWR 🐭🐭🐭🐭🐭🐭🐭🐭
💰💰💰💰💰💰💰💰

Please resign and flee to a non extradition country",please resign and flee to a non extradition country
@CDCgov @CDCMMWR Evil psychopaths say what?,evil psychopaths say what
"@CDCgov @CDCMMWR We aren't listening to you. You don't follow ""the science"". You follow the $$$$.",we arent listening to you you dont follow the science you follow the
@CDCgov @CDCMMWR Stay away from our kids! Also thank you for an even bigger red wave bc nothing motivates apolitical moms like this bs!,stay away from our kids also thank you for an even bigger red wave bc nothing motivates apolitical moms like this bs
